id,sentiment,tweet
1052,positive,مشوفتش لاعب نشط ع تويتر زي Ferdinand.
1053,positive,اللهم   اجعل  العام  الجديد   خيرا  على  المصريين  ورخاء  وحبا  ووفاقا  وعلمنا  ان  نخاف  منك  ونتنقيك  ونعتمد  عليك  يارب  كل  المصريين
1055,negative,يا الف حسرة على اللى شفتهم جدعان
1056,negative,شمس في 25-12  اية النفخ دا http://t.co/KbXW1R2sMl
1057,positive,عبا جيوبه بالافراح وطاح ف الحزن بالضحكه  وجلجل صوته قال يا جراح اديني قافلك السكه
1058,positive,"""""""اللهُم أغْسل قلوبنا من أوجاعها ؛ وأرزقُنا من فيض كرمك سعادةً لا تنْقطع ، وأشرح صدورنا بقرُبك وحقَّق أمآلنا وأحلامنا"""""""""
1059,positive,صلوا على جابر خواطر المساكين .. صلى الله عليه وسلم
1061,positive,@Suhmatiya ربنا يخليكم لبعض :D
1062,positive,@SeRnGaA وربنا دعيت بضمير ده انا كنت مصلي الفجر :(
1063,negative,@basemrizk1 @ZSCOfficial دى اتفشخت :D
1064,negative,خسرنا جولة من الجولات مش ١١ سنه ياخولات
1065,negative,حاسة كأن ابنى فى امتحان ثانوية عامة !
1066,positive,@ranasamaha9t Team فى انت حر مع مدحت العدل حنكون فى انتظارك ياملكة اطربينا بااجمل اىعانى بصوتك العذب والاحساس الرائع والطرب الاصيل
1067,positive,#ImagineDragons يخربيت جمال ابوكم :D
1070,positive,حبيت تعالى دا لو غالى عليك تعالى بقكر فيك تعالى دايما مشغول و بيك على طول
1075,negative,سبحان الله خلاث قربت عالبيطاش و فى ناس بتتعذب يا عينى و تاخدلها ساعتين فالمواصلات و تتأخر على مواعيدها
1078,positive,الله يوم جميل
1080,neutral,النفس أماره بالسوء
1086,negative,"""""""@atarek680 يعنى انا معرفتش انت هتبقى عارف مثلا /0\"""""""""""""
1088,neutral,مفيش حاجه هتيجيلك وانت متعبتش عشانها
1089,positive,لو كان للكلام عطراً ؛ لكانت الصلاة على النبي أجمل العطور  ﴿اللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَآلِ مُحَمَّدٍ﴾  صلو عليه وسلمو تسليما ❤️
1090,negative,@KenzaMinaLovers تصويت مينااااا !!!! الله يسامحهم دلوقت عرفوا مينا بس هقول ربنا كبير اخدوا حلمه وحلمنا بالفاينل #StaracArabia  مينا عطا
1093,neutral,اتعرفنا علي17طالب بس الهينجحو بعد البرنامج 4 بس وواثقه من كلامي كنزه ومينا وليث وابتسام #LaithAbuJoda #KenzaMorsli #Ibtissamtiskat #MinaAtta
1097,positive,الصحبة في الطريق :)  #Alex #Rest #OnTheGo #Sky #View #Winter #Traveling #Sunset @ 17.04 #Egypt… http://t.co/A8fG3ZIJNv
1098,negative,"""""""@atarek680 خشمى انت فلاح يااه /0\"""""""""""""
1099,negative,@mohamed98077814 دعاء صعب .. ممكن تعمل اغاني بس مش هتتشهر زي الاربعه دول
1100,positive,وإنتي يا حبيبتي .. إنتي كل الحياة &lt;3
1102,neutral,@magde_mems عند كريم .. تعالى انا لسه صاحى
1103,negative,اسعار البترول قلت يعني المشتقات البترولية شعرها بقي اقل بس ملناش دعوي الاسعار زي ماهي بس لو غلت بيبقي كله ع المواطن
1104,negative,@IbrahimsaidAdam  يا كابتن ابراهيم كل اللي بيقولك بنحبك ومعرفش ايه دا عايز ريتويت مش اكتر :D
1106,positive,عاجبني الساكس فون والبيانو بس !
1109,positive,لن اكتب فيكِ اليوم شعراَ و لا نثراَ ..؟؟ سأكتفي بأن أضع قلبي على الورق http://t.co/RKSgDDARzd
1110,neutral,@RehamRiyadGhazy  إنتي اللي كاتبة التقرير اللي عن عم صبحي ؟!؟
1111,positive,@fc831e50d3bd44b تفالوووو خيرررررر للقب لابن مصر باذن الله222
1113,neutral,لا تُـعطي قلبك لمن لا قلبَ له لأنهُ حتماً سَـيَخذِلُك  ولا تُعطي حروفكَ لمن لا يقرأ. لأنهُ بلا شكّْ سَيُسيءُ فَهمكْ . http://t.co/bUYA5gorYW
1116,negative,مبحبش حد يقرب لحد بحبه
1119,negative,حتى الشباب يسرقوا في صور بعضهم
1123,positive,#صاحب_تويتر_بيوزع_فولورز_نهاية_السنة  عام لذيذ ع الجميع...
1125,neutral,@i3abmo3ty كنت نايم معلش
1127,neutral,#MinaAtta #ShereenYehia #LaithAbuJoda #MohammadChahine #DoaaElSebaii مفيش وقت ياريت تصوتوا لمحمد على رقم 2 http://t.co/qsb3iQPr53
1129,positive,ال block ده اختراع فوق الرائع و الله :D
1130,positive,@emad7143 الحمد لله ^^ مستنية الامتحانات تيجى عشان الاجازة بقى :D
1134,positive,العععععب يا زملكاااااااااااااااوى #عنتصدر_انهاردة_فلا_تكلمنى  #الزمالك
1139,negative,كل واحد ادره بالكارثه اللى ف حياااته وانا ف كواااارث .هى ادره بتتكتب كده ؟؟؟؟ عااااااا :(
1141,negative,احيييييه بقى ع الحكم و الماتش
1143,negative,الحكم مهزوز
1144,positive,@lsref_samera الحمدلله على الصحه والعافيه الله يديمها علينا ☝️
1146,negative,كان فى اسئله جواىا لا ليها جواا  ولا رد
1147,positive,@Habyyyba @asdel3 @____yasser____ @jejelovesf1 @AmanyAlhady  بسم الله الرحمن الرحيم توكلنا على الله هشتاج  #ازاي_نساعدك_يا_مصر
1149,negative,"""""""@BatoolKhaled اه طبعاً، يلا بقي من هنا بدل ما اغلط"""""""""
1153,positive,مينا عطا  #مينا_فخر_العرب 9
1154,positive,هو جعفر ماله رشيق كده ليه
1155,neutral,لا تَحْقَرَنَّ صَغِيْرًا فِي مُخَاصَمَةٍ .. إِنَّ البَعُوْضَةَ تُدْمِيْ مُقْلَةَ الأَسَدِ #المتنبي
1157,positive,عمالة اعید فیه سمعته بتاع خمستاشرمرة :D #pt
1158,negative,وازي ابراهيم السكري وازي شوقي العنبري.. وريحة عرقه زي النيلة!!
1159,positive,عذرا نويتن ف رنا سماحة سر الجاذبية #رنا_سماحة_في_إنت_حر
1161,positive,هنفضل نحيك طول عمرنا عشان انتي انسانة قبل متكوني فنانة يا رنا سماحة #رنا_سماحة_في_إنت_حر
1162,positive,وبشهدلك قصاد الناس
1164,positive,@Adel_fawzy جون كوستاريكا ده اتشقلب قدامنا
1167,negative,@hoss_78_2007 مليش مزاج
1168,negative,#ماسبق من أسئلة مفيد فوزي العميقة ليسرا #حدث_حالاً #شلل #الحقوني
1171,negative,"""""""@midoahm حكم ابن وسخه ، هيودينا ف دهيه"""""""""
1172,neutral,#المصدر  حصاد قطاع المشروعات الصغيرة والمتوسطة خلال العام الجارى  لقراءة التفاصيل عبر الرابط :http://t.co/LWijriQ95j http://t.co/1rVNE4AeMb
1174,positive,رمز للفن الراقي ولديها قبول واحساس وصوت روعة #رنا_سماحة_في_إنت_حر
1175,negative,الحكم أهلاوى؟ معقولة؟
1176,negative,جولين يا ولاد الوثخه حكام معرصين صحيح
1179,negative,العيال ام تكبر بتتملي مساخه
1180,positive,"""\""""@u121353327: @afa1387 @elahlam9 @mhm27m @l_altoaimi @bosyzezo1 مشكوره ام عبدالله\"""""
1181,negative,قبل ماتتكلم على الجول بولى الانذارين فيهم ايه ؟؟
1182,positive,@photoyoum7 احلى ايام
1185,neutral,قولوا الكلمة بسرعة في السر اهو تبقي اتقالت و خلاص
1189,neutral,#AhmedGamal_On_CBC احمد جمال فى معكم منى الشاذلي http://t.co/mvRREW3ePI
1193,positive,ما هو العشري تربية جوزية بقي  #يلا_دوري
1196,positive,"""@whiskeysays @midoahm يابن اللعيبة يا جوووووووووووووووو :\""""D"
1197,negative,انا متفرجتش ع كيرمت وماتفرجتش ع ولا حلقه من هاو اي ميت يور ماذر اللي وخداه من يحيى من 3 اسابيع وماتفرجتش ع سويني تود انا بائسه فشخ حرفيا!
1198,neutral,هو الزمالك خسر كام ؟!!!
1199,positive,@dodokemo98 حبك ياسطي وربنا :*
1201,positive,رنا سماحة ياقلبنا ما تغبيش عننا لانك سرقتى قلوبنا كلنا #رنا_سماحة_في_إنت_حر
1202,negative,@midoahm  مش سامع صوووت يعنى
1203,negative,@KAFTA78 منت قد الوسط الرياضي روح استقيل
1204,positive,@BossyMohamed_ انتى كمان والله يابسبوسه
1205,negative,"""\""""@3olma2: رفيق السوء مثل البعوض لا تحسّ به إلا بعد اللّسع.  .  مصطفى المنفلوطي\"""""
1206,negative,"""""""الان يبدو انك حقا نسيتني الم تعد تهتم لامرى ،، ما كان عليا ان احبك كثيرا !"""""""""
1207,positive,دي بتتعافى خالص
1210,positive,""": أُمّاهُ لو أني نزعتُ الجِلْدَ من*وجهي لِتَنْتَعِليه فانتَعليهِ لا تحرميني ذلك الشرف الذي*ما زلتُ -منذُ وعَيتُ- أَطمعُ فيهِ- فواز اللعبون\"""""
1215,negative,@BoLBoLv اتناك
1216,negative,ال متروقين اربعه امبارح ليهم عين يتكلمو بمناسبه ايه عايزه افهم !!!
1217,negative,احا يا دوري
1218,neutral,قال شيخنا ابن_باز إذا صلى الخطيب أثناء خطبة الجمعة على الرسول عليه الصلاة والسلام فليصلِّ المستمع على الرسول ولكن في نفسه لا يرفع بها صوته
1219,negative,يا ديني !!!!  ظابط و عملي فولو XD XD
1220,negative,أوووووووووووووووف أنا عكيت الدنيا فى بعض :/
1222,neutral,""": عندابن ماجه قالﷺ: ما من جُرعة أعظم أجرا عند الله من جُرعة غيظ كظمها عبد ابتغاء وجه الله مقابلة السيئة  والأسمى كظمها من أجل لله\"""""
1224,positive,رنا سماحة عنوان لفن فهى لديها موهبة شاملة #رنا_سماحة_في_إنت_حر
1227,positive,يارب طارق العشري يدرب الأهلي
1230,negative,@yassminealy  انتى ملكيش عازه .
1232,positive,انا قلبي عليييك .. عليك قلبي
1233,positive,دوبنى دوب يا هوى ...... https://t.co/6VI6u4PadG
1234,positive,انا مش فاهمه حاجه من اللة ببقولوها بس متحمسه ومبسوطه بالاغنيه  #DoaaElSebaii  دعاء السباعي
1236,negative,@hossamadel77 وفي الاخر خسرنا بسبب  الحكم واحمد سمير تغطيه الاول وبلنت  التانى وباتشيكو اللى مجمد معروف وحفنى جنبه
1237,negative,@mohamedelsabah5 دا فيه ف مخه اهبل ههههههههههه
1238,neutral,"""""""ملخص الحياه ،((فمن اتبع هداي فلا يضل ولا يشقي ومن اعرض عن ذكري فإن له معيشا ضنكا ))))"""""""""
1239,neutral,@Ce_Ashraf يعني باسم مزقش لطفي بعد ما الكورة وقعت منه ؟
1241,positive,@Dr_yoka_isa اى خدمه انت بس تؤمرى ^_*
1242,positive,كيف السبيل إلى وصالك دلنى
1243,negative,ما بقاش غير إبراهيم سعيد كمان .
1245,negative,@MidoFeisty اصل صاحب تويتر بيصحى متاخر شويه
1246,positive,الــست الــشاطــرة جـــوزهـــا مــــا يــلعــبش فـــــ شــجــرة حــد غــيرها  @ #phelasoif  @ @AblaFahita
1247,negative,"""""""المشكلة ليست فيمن يخذلك ، يخونك ، يوجعك ، يسحقك ، المشكلة هي أنك تتمكن من تصديق شخص نال منك مرة لتمنحه فرصة النيل منك أخرى !"""""""""
1248,negative,فيها ايه خايف يقول وانا مش هقول كل اللى حاسه انا بيه
1250,neutral,@amirelghareb @moonyheartt مساء الخير شارك ف هشتاج #ازاي_نساعدك_يا_مصر
1251,negative,@nourannnael اتفرجوا علي الماتش الاول واتكلموا مش اي زيطه تكلموا فيها
1252,positive,انجزوا بقى يارب محمد يارب #StaracArabia #DoaaElSebaii
1255,negative,@m0stafaelhadidy  فعلا انت محق إحساس صعب جدا ومؤلم
1256,positive,"""انجى موتتنى ضحك بجد :\""""D"
1257,positive,التاج ده بتاعنا النهاردة اوبا بقى  المصريين اهما♥♥♥♥♥ #StaracArabia   #DoaaElSebaii  دعاء السباعي دعاء السباعي
1260,neutral,"""\""""@omari1234567892: المصحف كاملاً أحمدالعجمي http://t.co/PsstmHTkn7 @Retwit_islam @islamic_pic @Ald3wah @RTwit_1 @1Rtq8 @abdallh_RT\"""""
1261,negative,"""لميس الحديدي لو كانت عايشه ايام الفرعنه !!!! كانت هتبقى \"""" اله التعريص \"""" ... #لميس_ابليس"
1262,negative,@lazyboy014 اهبل !!  انتبتلعب في عداد عمرك يا عبهادي  بس انا برده منور  :D
1263,neutral,@nourannnael طب انتي شايفه اي حاجه غلط حصلت فيه
1264,positive,"""\"""": رغبات قلبي بين يديك يا الله\"""""
1265,positive,فكرة اني هصلح العجله و انزل بيها في الاجازه مع صاحبي مسيطره عليا من الصبح  و فرحان كأن العيد بكره الواحد اتهبل والله
1266,positive,#MohammadChahine  #MinaAtta  #ShereenYehia  والله خلتونى اعيط واتنطط من الفرحه واصرخ حسيت انكم التلاته اخدتو اللقب الحمدلله هايرجعو باللقب
1269,positive,#MohammadChahine عن فرحتى اللى متتوصفش ياناس يارب احمدك يارب مبروووك لشاهين وتحيا مصر بأولادها
1270,positive,مبرووووووك لينا يا شاهين وكفايه فرحت كنوز معانا وليث وإسماعيل وعلوش وريتا بجد كلكم تستاهل كل خير ماعادا الحيوانة انفصام والكرومبه اللي معاها
1271,negative,يا ابنى انتو وهو زمالك مين وانبى مين  لسه فاضل 24ماتش  الدورى بتاعنا يا خروف منك ليه #اﻻهلى
1272,positive,@reemomhamed66 اصيلة ى انشراح☺
1273,positive,مبروك ﻻطيب قلب شفته بحياتي شاهينووووووووو تستاهل ياعسل والله ربنا يحميك يارب
1274,positive,"""""""اليوم عيد ميلاد المبدع العظيم صلاح جاهين ،،الله يرحمه،، http://t.co/GXVxNrM7KW"""""""""
1277,positive,مبروك #محمد شاهين
1279,positive,@HamzaNamira و انت بخييييييييييييييييير يا كبير
1281,neutral,لا اله الا انت سبحانك انى كنت من الظالمين ...
1282,negative,@lolwallidlol @Hazem__Azim مش بعرف اعمل ريبورت .... بلوك بس
1283,positive,@dinaeldawy @Nashwa14 انا ليا مين غيرك وهعيش لمين غيرك
1286,positive,- و قُربكمٌ حياةٌ
1287,positive,@ranasamaha9t مبررررررررروك رنوشتى ويستااهل ابن مصررررررر  لووووووووووووولى  رنا سماحة
1288,positive,@hamadaz15 هههههههههههههههههه الحمد لله اتحلت
1289,positive,احب اقول لي اتش انى لقيت الفرح بتع السودان طه سليمان
1290,negative,بيجيبو الكلام لنفسهم ........
1291,negative,لما الاهلي يتغلب امبارح وناس تشمت والزمالك يتغلب النهردة وناس تشمت  يبقي (لسة )مصر مفيهاش ( روح رياضيه)
1292,negative,@ehabmohmedahmed @KkkkKoko12 @lolwallidlol @Hazem__Azim قطر زفت بردو متتخيرش عنهم
1294,positive,@ehabmohmedahmed @KkkkKoko12 @lolwallidlol @Hazem__Azim صدقنى فاهمه ... وواثقه ان السيسى ميفرطش فى كرامه مصر ابدا
1296,positive,شوفت فتي احلامي في لاتينو داون تاون.
1297,positive,اكثر استفادتى من مادة الرياضيات ان السالب بعد السالب يعطى موجب (للعقول الراقيه)
1300,positive,@ABHISHEK_881 وانا اشتقتلك اووووووووووووى والله وحشتينى جدااااااااااااا
1302,negative,انك تكون بتشجع #الزمالك دي حاجه ف حد ذاتها شيء ايجابي لانك هتبقى ضامن انك داخل الجنه الزمالك متعود ع الخساره و #مرتضى_منصور مبيبطلش شتايم
1304,negative,خليك قاعد لا تنسي اللي ما راح تنسيك انه ما في إشي تسوي. http://t.co/QaISxC1y0y
1308,positive,@WaleedElhadidi @Havana_H ههههههههههههههههههههههههههههههههههههههههههه
1309,neutral,@yooosof6 انت على الموبيل ولا الكمبيوتر ؟
1310,neutral,@nadiadodo18 اصلاااا ليث ده مصررررررري #StaracArabia #LaithAbuJoda #StaracTheFinal ليث أبو جودة
1311,negative,كما تدين تدان #كلمه_للزملكاويه
1313,positive,@ELYAS__MAROC اه انكر صوته احلى وما شاء الله محبوب ومعظم فانز الطلاب كانوا معاه وكله بيصوتله
1317,negative,#جاريدو_مش_مدرب_ده_بتاع_بطيخ فضحتنا ليه تشمت فينا الزملكاويه اللي هما اصلا متعودين ع الخساره ليـــــــه كــــــــدا يااخي .. دي عمرها ماحصلت
1320,negative,@lolwallidlol @ehabmohmedahmed @hananalyaly3 مش عارفه اقول غير ربنا موجود
1322,positive,مبروك شاهينو &lt;3 3 سنة لمصر اخيرا
1324,neutral,المعني الحقيقى لكلمة الكريسماس http://t.co/eCM9ij89F0
1325,positive,طيب حد يجي يشلنى من فيديو رنا وهى بتزغرط ده ايه يا جدعان الحلاوه دى والكواته دى يخربيتك عيدته 10مرات مش زهقانه @ranasamaha9t #RanaSamahaTeam
1326,neutral,Mhrgan El Kama W Eslam Fatla - 2014_ مهرجان القمة و اسلام فانا  النسخة الشعبى #np on #SoundCloud https://t.co/s8uxJ1hGfU idek what this is.
1330,positive,@nourafnoon1 وانتي نورتيني ^^
1334,negative,هلأ عنجد المفروض انو هي احلى ايام حياتي ؟ لا عنجد عنجد ؟ طيب.
1335,neutral,اعتقد لو كتبت applied arts ف البايو هطلع لفنون ف who to followوالجو ده اكيد.
1336,neutral,"""""""@abdelrhman2099 لا ثواني كدة عشان افهم ايه هي اللي جميله زي هندسه ،انت قصدك تخصص ديكور؟"""""""""
1338,negative,@IbrahimsaidAdam اللمالبم من يوم الجول ال انت رشقتوا فيهم وانت عملهم حرقان غير عادي
1339,neutral,"""لو انت فاكر يا يونس سيلفيا زي القصة بتاعة زمان \"""" سيلفيا تعود \"""" :D @Ahmad_Youness  #3alahwa"
1340,positive,#3alahwa   سنه سعيده علينا يا يونس وعلى مصر كلها يارب وربنا يحمينا كلنا ويحفظ مصر ويارب نحقق احلامنا يارب بخير وسعاده
1342,positive,"""مجرد التفكير ف أني اصحى وملاقيش في حياتي يبقى اتحكم عليا بالاعدام  #جدتي ربنا يديكي طوله العمر :\"""")"
1343,positive,مينا عطا الاحساس الجامد
1344,positive,"""""""@FatimaTBarakat وعليكم السلام ، وصباح النور :)"""""""""
1346,negative,في فرق بين  إنك اتفشخت وإتغلبت 4  وإنك إتظلمت وإتغلبت 2  #الزمالك #باصي_لعفيفي
1347,negative,يا ناس يا اوفر بالفطرة مش كده وربنا !!!!
1354,positive,هفرح وأبتسم مهما أشتد بى البلاء فهو يزيدنى @iemanyat
1357,neutral,مينا عطا ممكن حد يجبلي رابط اي حساب بينزل صور الطلاب وهما بالسهره لاني عايزه اشوف مينا
1358,neutral,طب والنسكافيه اوعي تكوني نسيتي وفكري عمتو بعصير اليوستفندي اللي فضل سر مابينا..........ز
1360,positive,- رحت فين  - فيكي ..
1362,negative,انا وﻻ إنت؟ مين ضيع حبنا بايديه..
1363,negative,دا أية الحزن دا :D
1366,positive,اسكندرانى اهلاووووى وافتخر مبروووك للاتحاد سيد البلد وسنظل اوفياء لنادينا النادى الاهلى https://t.co/MCI1N2RuWL
1367,positive,سبحانك اللهم وبحمدك أشهد أن لا إله إلا أنت أستغفرك وأتوب إليك
1372,positive,عشان محدش يزعل على الحلوة والمرة معاة #الاهلى_فى_القلب https://t.co/lQd2VWaPnh
1375,positive,@NabdApp كل عام واهل المحروسة بخير وعام أفضل ومشرق إنشأالله#مصر أم الدنيا
1377,positive,وناس مكنتش تتوقع انهم ممكن يقفوا جنبك ..مكنتش تتوقع انهم ممكن يكونوا قريبين منك ..مكنتش تتوقع انهم ممكن يدخلوا حياتك في الاساس.
1378,positive,أنظر في قلبك ستراني !
1379,negative,الشناوي يرجع الماتش الجي بقى وكفايه قله ادب ✋
1381,negative,انت عارف ولاد الوسخة لية مش بيموتوا ؟ عشان الوسخة ولاده !! XD
1383,negative,انا لو رئيس الزمالك وعارف اد ايه قيمه المنصب ده .. كنت هعرف ان مينفعش بعد كل ماتش اتكلم وشعوذه وسحر واشتم فناس .. انا عندي ١٨ سنه .
1384,negative,-إنت ليه مبتردش ع الموبايل؟ -كان سايلنت -و ليه عامله سايلنت؟ -عشان لما تتصل أقولك إني مردتش عشان كان سايلنت. -... -...
1385,positive,@Rooy777 كل ما هو اٰت وماهو موجود بأمر الله
1386,positive,@Ce_Ashraf بس تخيل فرقة كان فيها النني ورزق وباسم علي ومحمد صلاح  مع بعض  وتقريبا محمود عزت كمان  بس بيهاجم برضا لويشي
1389,positive,@Thaqafnafsak جزاكم الله خيرا
1391,negative,يارتني ما فتحت الواتس .. جو عشق ممنوع مفيش مرعاة لاحساسك ولا لحبك :3
1398,negative,الحب للاحزان و التوهه للإنسان و اليأس للأوطان
1399,neutral,@4e70c4f834b443c @mhader464 ممكن الينك يتنشر عايزين نتفرج عليها الحفله دى
1403,negative,ما تحكيش حاجا لحد هتا لو كان اوريب منك عشان هيروه يحكى لل اوريب منو #مجربها
1409,negative,@MostafaSalem707 بردو بتجبلي سيرة المزاكرة  انت حمار يا عبدو !  انت حمار يسطى ولا ايه !  وسك على حوار الطلبة دلوقتي . فتحي مش معانا
1410,neutral,حبااا فوووق وحباااا تحت  #3alahwa  \\~
1411,negative,نسووان ع نسووان فقر طوول عمرهم :D  #3alahwa ×
1412,neutral,انا عايزه انجح من غير مذاكر ... ممكن ؟!!!  #رساله_الى_السيسي
1414,positive,كل لغات العالم حبيتك و الله العالم ♥
1415,negative,#3alahwa كان عندنا مدرس بيضربنا بجلدة حمير واحنا كنا نقعد نيناونوله (صوت القطه يعني ) ف الفصل ونروشه بس كان بيفتري علينا الصراحه :D
1416,positive,مبروك يا ابن مصر #محمد_شاهين
1417,negative,@AlyGholam ماهو انا بطلت بس اللي شيلته تعبني نيك
1420,positive,يسعد روحك يا جاكيت ~
1421,negative,مانول جوزية قال كل حاجة لباتشيكو فى الدوري المصرى الا انو لما الحكم يكون غبي و معر* المفروض يقلعلة هدومة  #باصى_لعفيفى
1425,neutral,@MadaAlenizy اهاا الي كيفك مجوز توا انت مش مزال يقرا
1427,positive,على فرحة مينااا وشيريييين لاخوهم شاهين هما دول ولاد البلد وهى دى مصرررررر #تحيا_مصر #مينا_فخر_العرب #MinaAtta http://t.co/qlYfbvioKE
1429,positive,@Ce_Ashraf كافراد لانهم متعودين علي الاشتباكات مع الامن ودي كانت تجربة مفيدة فادتهم في الثورة ..الانتصارات القومية بقي ٣
1430,positive,دا كلام النجم محمد حماقي عن #مينااااااا  فكواليس البرايم الواضح ان حماقي ال عجبه وركز معاه هو مينا عطا #StaracArabia http://t.co/bPBBJeZXp4
1431,negative,@Ce_Ashraf لا مش كل الاولتراس شباب جامعي انا كان معايا عربجية  حرفيا
1432,negative,و من حيث لا تدرى كدا تبقى مخنوق دا اكيد سببه ان انت عبيت وشلت جواك كتير لحد لما مبقاش فى حيز يساع اكتر من كدا..
1433,negative,طب انا بجد عايز اروح ومش عارف تعبان نيك مش هقدر اسوق حد يجي يروحني يا جدعان
1435,neutral,"""""""شهوة الجوع، تتغلب احياناً ع الشهوه الجنسيه!!"""""""""
1436,neutral,ممكن يكون اكتر حاجة بسطتك وفرحان بيها تكون هى مصدر تعاستك فى الحياة والعكس صحيح #قدر #غيب
1437,neutral,@MamdouhZaki_ ما يعني كنت شوفت لنفسي يا ديحو وبعدين هشام أكبر منك ب3 سنين يعني قدامه شوية ويموت انت لسه شباب
1439,negative,أنا بسقّط .. Zzzz
1440,neutral,@Ce_Ashraf يعني كانو ضد الثورة ونجحو الاخوان ؟
1441,negative,@sherifsarhan333 حسبي الله ونعم الوكيل دول كلاب معندهمش لا دين ولا عقل و الشامت له يوم والله  ف الجنة يا شهيد الواجب الوطني
1443,neutral,@ayaeid15 @googooo448 عيزييييييييييييييين فيديوووووووو بليييييييييييييييز
1444,negative,باي ذا واي انا ملت من السياسه وكمان الماتشات فاضل ايه كده نهري فيه ؟!!
1447,negative,@dodokemo98 ماله بقي وحش يعني ! :(
1449,positive,قولي احبك كي تزيد وسامتي ف بغير حبك لا اكون وسيما
1450,negative,كل اللي يومها فرحته معاك بيعذبني
1451,negative,"""""""الصاحب الندل زى الكلوت،، لا منه يستر ولا منه يدفى"""""""""
1452,negative,"""تواضروس: الحرية الزائدة \""""مضرة\"""".. ويجب تشديد الرقابة على الإنترنت مش ناقص كمان غير انه يطلب بمحاكم التفتيش بتاعه العصور الوسطي"
1453,negative,@sene_18 غبيه
1454,negative,انا امتي نسيتك ؟ولا عشان انا مش بتكلم ..........
1455,negative,كفار قريش دول كانو وﻻد وسخه جاحدين اوووى بقى النبى يعرض عليكم تدخلو اﻻسﻻم وتدخلو الجنه وترفضوا  كانو هيخسروا ايه يعنى مش احسن من اﻻصنام
1457,neutral,#الوطن   بالفيديو  شريف مدكور: هعرض 10 ثواني من أغنية الكريسماس عشان الباقي عيب  http://t.co/gERNulcRtM
1459,positive,@yasmina_ehab  والله انا بغير جدا على أختي مش عارف ليه
1460,neutral,@magdymohamed_ ايوة مش ده اللى قناة الشرق جابته ؟؟ ده عندى فى الاصدقاء على الفيس ؟؟ واعرفه
1461,negative,@Passantadeel ;; الخوف اللى يخليك مش عارف تفرح دا من اسخف الحاجات ف الدنيا.
1462,neutral,"""\""""@ranasamaha9t زغروطة لـ\""""رنا سماحة\"""" عقب فوز شاهين بلقب ستار أكاديمي: زغروطة لـ\""""رنا سماحة.. http://t.co/ZNF7m8oxg9 http://t.co/XcdLqKcbyS"
1464,negative,ملعــون آبو الآحتياج ..
1465,neutral,@IbrahimsaidAdاميلك اية على الفيس بوك ياكابتن .وانت حاليا بتلعب فى نادى اية
1466,neutral,تعرف على WhatsApp Messenger لهاتفك الذكي وقم بتنزيله اليوم من https://t.co/9wlm8HK7Ad
1468,positive,@abca555 انا عيز اتعرف عليكي
1469,negative,الكفن ملوش جيوب يتحط فيها الفلوس
1470,neutral,@rana_hassan1 امتحانى بكره :)  بس كده
1471,positive,@GhadaAbdelRazek  كـــل عـــام وحــبــك الأجـمـــل يا مضـــوي شمعــة ســنيــني كـــل عــام وأنــت الأول فــي حــياتـي وقـــلبي وعــيني
1472,negative,شغل بيض احا نيك يا نادى معرض مليان  ......
1473,neutral,@FahadshalabiJcf  http://t.co/6wVxib18Ke  موقع تعليمي للاطفال http://t.co/L03p0dcJZ9
1474,positive,و يوم ما حبها .. حبها من ضحكتها ♥
1475,positive,اليووم كلنا حمام .. new experience
1476,positive,واهي خلصت الحكاية .. بالخير افتكرها
1477,negative,كاستيلو المنتزه بقا خره نيك
1478,positive,@badorh666 اهم شئ ...الطاعة .....
1479,positive,ايووووووووه بقى يا مينوووو وحشتنااااا #مينا_فخر_العرب #MinaAtta http://t.co/yYQoMrOh9b
1480,negative,العشرى جون #الزمالك الاول جول واحمد الله لانها لم يحتسب كاد انا يغير الناتيجه  احا نعملكوا ايه تانى يا ولاد المره  عوزين حكم من الصين حكم مع
1481,neutral,@AsmaaElwasek ازاي اسماء
1483,positive,#علمتني_الحياه أن الذين يعيشون على الأرض ليسوا ملائكة بل بشر قد يصيبوا وقد يخطئوا فلا يجوز أن أحكم على شخص من موقف واحد تعاملت معه فيه
1484,positive,#ميري_كرسمس كل سنة وانتم طيبين http://t.co/nEn1tHSrpw
1485,negative,و انتهى مشوار الخواجة
1486,negative,مش عارف ابتدى مذاكره منين :/
1488,negative,@mskhafagi  إختصروا الطريق بدلا من إختيار المنصف ثم الانقلاب عليه يبدو أن  الدولة العميقة ضاربة بجذورها فى دول العالم النامى كله
1489,negative,إذ خانت المرأة فهي تبحث عن الإهتمام .. و إذ خان الرجل فهو يبحث عن عاهرة
1491,positive,يا حبيبتي البعد ناار قلبي داب من الانتظار ♡
1495,negative,"""""""يا سامحك الله، من علّمك أن تكون خيبة؟"""""""""
1496,negative,خى مالها قفلت من كل حتة كده لييه !
1498,negative,الناس اللى حضرت حفلات البرلمان القديم ياريت ما يحضروش الحفلة اللى جاية وخاصة ان مفيهاش رقص المرة دى .
1503,positive,@aaaahmad21  ربنا يحميك انتا وزكرياااااا .... بس تعالا هنا مش تباركلي ^^ ...^^
