id,class,tweet
7.85E+17,neg,RT @GwadyM: رؤيتي لما يجب ان تفعله  #السعودية  في مواجهة الغدر https://t.co/QJsR2CeJH7
7.85E+17,pos,RT @aawsat_News: #نجاح_الحج1437ه | النجاحات #السعودية المتوالية في تنظيم #الحج تلجم أفواه المشككينhttps://t.co/Ovq7tMPWda https://t.co/dy…
7.85E+17,pos,السعودية تعترض صاروخين للحوثيين وترسل تعزيزات: أعلنت قوات التحالف العربي اعتراضها صاروخي... https://t.co/2Ccgjn5oXb #عاجل_الصحف
7.85E+17,pos,RT @sabqorg: إقبال كبير على تذاكر السعودية أمام الإمارات Via @sabqorg https://t.co/uv1snXiXHR
7.85E+17,neg,RT @AlMayadeenNews: #اليمن | #الحوثي: المجازر #السعودية في اليمن ترتكب بضوء أخضر أميركي  https://t.co/McolOvc9IJ https://t.co/Ey4PwakqcE
7.85E+17,neu,RT @alsumariatv: #السعودية تنشر اسماء الشبكة التابعة لـ #داعش التي اعلنت اعتقالهاhttps://t.co/TL2pdYgJS7 https://t.co/jM7MKEymV6
7.85E+17,pos,السعودية تعترض صاروخين للحوثيين وترسل تعزيزات https://t.co/4h3MKXXYwM
7.85E+17,neu,طوكيو تعرض 36 فرصة لتعزيز «الرؤية السعودية ـ اليابانية 2030»: عرضت 38 شركة يابانية، 36 فرصة في مجالات الطاقة،... https://t.co/AZoV5RdqnS
7.85E+17,neg,RT @AlwaghtNews: منظمة أوكسفام: #السعودية_ارتكبت_مذبحة بالمدنيين في #صنعاءhttps://t.co/62RSkL3JXB
7.85E+17,neu,مقيمــــــــــــة  ترغب فى زواج مــــــــــــــــسيار  https://t.co/TgV5JdX5sT
7.85E+17,neu,RT @watan_usa: قرقاش يهاجم مندوب السعودية: يبكي سقوط الإخوان ومرسي في نقده الموقف المصري https://t.co/33ms8ckuuo https://t.co/4bXq57BlMx
7.85E+17,neg,"RT @dahanyemen: ﺃﻥ ﺍﻟﺸﻴﻄﺎﻥ ﺍﻟﺮﺟﻴﻢ ﻟﻮ ﻧﻜﺢ ﺃﺑﺎﻟﺴﺔ ﺍﻹﻧﺲ ﻭﺍﻟﺠﻦ، ﻓﻠﻦ ﻳﻨﺠﺐ ﺃﻗﺬﺭ ﻭﻻ ﺃﺑﺸﻊ ﻭﻻ ﺃﻧﺠﺲ ﻣﻦ ﺍﻟﻌﺎﺋﻠﺔ ﺍﻟﺴﻌﻮﺩﻳﺔ . ﻣﻨﻘﻮﻭﻭﻭﻭﻭﻭﻝ"""
7.85E+17,neg,فيديو.. خالد المعجل: الكرة السعودية في كارثة حقيقية لهذا السببhttps://t.co/wGLXfGnAVIاكشن_يا_دوري
7.86E+17,neu,مكتبات العبيكان السعودية بمصر تطلب اداري و HR https://t.co/gJI0Hc03Xg https://t.co/zXmNsQFo2P
7.86E+17,neg,RT @ALHADATH_KSA: #الرياض: الاعتداء على المدمرة الأميركية عمل إرهابي ممنهج ومدعوم من #إيرانhttps://t.co/36S4ARpjYU
7.86E+17,neg,"مصادر في #المستقبل"": #السعودية تبلّغَ #الحريري ما تريده مباشرةً وليس عبر تغريداتhttps://t.co/5Uid3Sy0gh"""
7.86E+17,neg,مش صالح دا كنتوا مخبينه من شعبه https://t.co/TjJjvMA0dS
7.86E+17,neg,RT @EHSANFAKEEH: قرقاش يقول: الإخوان وراء الضجة على #مصرونُشطاء يرُدّون: هل #السعودية منهم؟يكاد بعض القوم يفقدون صوابهم😂 😂 😂اقرأ👇🏻https…
7.86E+17,neg,"RT @AJArabic: أرامكو أبلغت الهيئة العامة للبترول مع بداية الشهر الحالي بعدم قدرتها على إمداد #مصر بشحنات المواد البترولية""https://t.co/LE…"""
7.86E+17,neg,#أرامكو السعودية أبلغت #مصر شفهيا بالتوقف عن إمدادها بالمواد البتروليةhttps://t.co/oxGSgby8Yn https://t.co/r5b2HaYR8z
7.86E+17,neg,"RT @alkhaleejelarab: المخطط الأمريكي - البريطاني"" لابتزاز #السعودية عبر #اليمن  https://t.co/KD6jLBiVgtالرابط البديل https://t.co/DApsi…"""
7.86E+17,neu,عمليات نوعية للقوات السعودية على الحدود مع اليمن – البيان https://t.co/cSuNtpD4R8
7.86E+17,pos,RT @sabqorg: بين لندن ونيويورك.. السعودية تبدأ مفاوضات لبيع أول سندات على المستوى الدولي Via @sabqorg https://t.co/pywUI1NTGU
7.86E+17,neg,@sinbadyamen @BlueSam2011 @UNRadioArabic هذامصيركم ياحوثي القوات السعودية تحبط هجوماً على جبل الدود وتقتل 50 حوثياًhttps://t.co/rPG83GirPq
7.86E+17,neu,السعودية والإمارات.. صراع آسيوي بإيقاع خليجيhttps://t.co/55J1f6uq4x #sports #sport
7.86E+17,neu,RT @AlArabiya_KSA: المعارضة السورية تنفي للعربية.نت حصولها على دفاعات جوية https://t.co/IJFuDuTyOw #العربية
7.86E+17,neu,"RT @sabqorg: مهدي علي: سنكسر أفضلية السعودية في الجوهرة .. ونقص الأكسجين"" مضر للمنتخبين https://t.co/euS58yvuqg @sabqorg"""
7.86E+17,neg,RT @AJArabic: قيادة التحالف: أحد الصاروخين اللذين أطلقتهما قوات علي عبد الله صالح ومليشيا الحوثي كان يستهدف مدينة الطائف السعوديةhttps://t…
7.86E+17,neu,#السعودية أكدت لـ #أبو_فاعور أنها لن تتدخّل في الشؤون اللبنانية الداخليةhttps://t.co/qKQP2nHjVk
7.86E+17,neu,خارجيات – السعودية تبدأ اليوم مباحثات بشأن أول عملية اقتراض من السوق الدولية – اليوم الثلاثاء 11-10-2016 –… https://t.co/6Hph46uRyE
7.86E+17,pos,RT @ALAMAWI: ولي العهد: جاهزون لكل التحديات التي تستهدف أمن السعودية https://t.co/USjESmLeXq https://t.co/zTxzzaGGIm
7.86E+17,neu,السعودية تبدأ الثلاثاء مباحثات بشأن اول عملية اقتراضhttps://t.co/Z2cL8TPfODاعلنت السعودية انها ستبدأ الثلاثاء مباحثات مع مستثمرين محتم…
7.86E+17,neu,RT @ksa_ajel: المالية: إدراج إصدارات الدين العام وتداولها عبر السوق المالية السعودية #مال و #اعمال #تداول https://t.co/brevELLDSJ
7.86E+17,neu,RT @daloaqana1: الاتصالات ترد على حملة المقاطعة ببيان جديدوتقول نحن الوحيدوون التفاصيلhttps://t.co/fV4aC6U0ZS #اليوم_الثاني_عشـر_راح_…
7.86E+17,neg,RT @AJArabic: #السعودية تدين استهداف الحوثيين مدمرة أميركيةhttps://t.co/glkbHp7V9u https://t.co/ubtdnjWTLF
7.86E+17,neg,RT @AlMayadeenNews: #اليمن | استهداف القوات #السعودية في #جيزان والربوعة بصواريخ الكاتيوشا  https://t.co/hvYkghwcxS https://t.co/umZSXPIGk9
7.86E+17,neg,"جنوبي السعودية : اعتراض صاروخ باليستي حوثي"" - https://t.co/flI3wxPYvn https://t.co/idlF3YJkDO"""
7.86E+17,neu,RT @kokokolove45: شــــــاهد الشووط 1 يوتيـــوب من مباراة #الارحنتين_باراجواي يوتيوبhttps://t.co/Gz8AYcscerجوالhttps://t.co/Gz8AYcscer…
7.86E+17,neg,"#الآناضول عبر #محيط_اليمن | الحوثيون"" يكثفون هجماتهم الصاروخية صوب الجيش اليمني والحدود مع السعودية https://t.co/gEGNZFWgM8"""
7.86E+17,pos,"الإعلامي #محمد_الغيطي لـ#السعودية"": احنا الحضن بتاعكم#شاهد الفيديو عبر ◄ https://t.co/qOKDdmRoJm https://t.co/z1TVbvPXvj"""
7.86E+17,neg,بعد توقف الإمدادات البترولية.. إعلاميو «السيسي»: السعودية سبب أزمة سوريافي حالة الحجب: https://t.co/yTP8ktsJbXhttps://t.co/t7HLf2dpFW
7.86E+17,neu,اهداف مباراة ( السعودية × الإمارات ) تصفيات كاس العالم -  https://t.co/fQgNRLsYkG
7.86E+17,neg,RT @thenewkhaleej: ارتفاع الديون السعودية خلال 20 شهرا إلى 73 مليار دولارفي حالة الحجب https://t.co/SzHGcGFTom https://t.co/cZaOvgM3nx
7.86E+17,pos,RT @AlkhaleejOnline: الجيش اليمني يحرر منفذاً حدودياً مع السعودية تابعاً لصعدةhttps://t.co/YFESkzZDNn
7.86E+17,neu,"#الرياضة الكشف عن هوية أفضل لاعب في مباراة السعودية والامارات: قالت صحيفة الرياضية السعودية اختبار الاتحاد ا... https://t.co/JejgRyk1Cl"""
7.86E+17,neu,"#الرياضة مهدي علي مدرب المنتخب الإماراتي يكشف سبب الخسارة من السعودية: قالت صحيفة الجزيرة السعودية بارك المد... https://t.co/Gbz2k1J3I2"""
7.86E+17,pos,#الرياضة بعد فوز السعودية على الإمارات .. ترتيب المجموعة: حقق المنتخب السعودي فوزاً مهماً على المنتخب الامارا... https://t.co/7dNx9AewKf
7.86E+17,neu,"RT @tantalos2: وزير الإعلام الكويتي السابق: توقف السعودية عن إمداد مصر بـالبترول"" خطوة أولى !https://t.co/DpvHtfO5Qn"""
7.86E+17,neg,#التحرير | #واشنطن : بدأنا مراجعة برامج المساعدات لـ #السعوديةhttps://t.co/W4RLBUfCGn#tahrirnews https://t.co/SVnRH2LdFG
7.86E+17,neu,السعودية تطرح سندات دولارية باول اقتراض لها من السوق الدولية https://t.co/EabIHbSgNx
7.86E+17,neu,https://t.co/Uuc06a65Q6 – نجوم مصرية : تاريخ مباراة السعودية واليابان القادمة فى تصفيات كاس العالم https://t.co/qK9sQShIK0
7.86E+17,pos,RT @sabqorg: السعودية تدعو لخفض انبعاثات غازات الاحتباس الحراري.. وتؤكد اعتمادها العديد من الاستراتيجيات https://t.co/JlKPzQOII5 @sabqorg
7.86E+17,neu,RT @hussainalharbi: عبد الرحمن الراشد في مقالته يكتب عن حضوره حفل استعراضي فني في الرياض @aawsat_News https://t.co/wYwPfj5Lz8#هيئة_الترفي…
7.86E+17,neu,RT @Sport360Arabiya: بعد فوز #السعودية على #الإمارات .. ترتيب المجموعةالتفاصيل: https://t.co/LG5vqOtQBV https://t.co/4xu2hCJqRz
7.86E+17,neu,كاتب سعودي معلقا على وقف السعودية امداد مصر بالوقود: “هذه الأخبار اللي تفتح النفس” https://t.co/GkPCA60T2k https://t.co/Np4RRCE38E
7.86E+17,neu,RT @youm7: #مصر | مصادر: وفد مصرى رفيع المستوى يزور #السعودية الأيام القليلة المقبلةhttps://t.co/vH69NxY1CI https://t.co/ufGp5SeCSX
7.86E+17,neg,RT @watan_usa: حازم عبد العظيم ساخرا: دبلوماسية مصر السيسي غير مسبوقة في تاريخ الدول https://t.co/zzDnkBSfXy https://t.co/no3FKECTFn
7.86E+17,pos,خبير أمني: السعودية نجحت في تحجيم الإرهاب رغم التحديات https://t.co/8kcxEoHAnX
7.86E+17,neu,القوات البرية السعودية والقوات الفرنسية الخاصة تؤديان التمرين المشترك «سانتول» https://t.co/c2rlWCyc17
7.86E+17,neu,RT @mjm3_SA: بالفيديو.. الجماهير السعودية تتناول فطور عاشوراء أمام ملعب الجوهرة https://t.co/nWd5Vt2T0O #المواطن
7.86E+17,neu,RT @thenewkhaleej: «بلومبيرغ»: #السعودية تعتزم بيع سندات على المستوى الدولي بقيمة 10 مليارات دولار عند الحجب:https://t.co/t4s8jTTiwu http…
7.86E+17,pos,RT @ActionYaDawry: فيديو.. فرحة هيستيرية من الجماهير السعودية بعد الثلاثية في الشباك الإماراتيةhttps://t.co/s3moA7UJDD#اكشن_يا_دوري
7.86E+17,neu,RT @Arabi21News: أي جديد غير #السعودية بخطاب ليلة عاشوراء لنصر الله؟ (فيديو)رابط الموقع الجديد: https://t.co/h6gTDb2Kkdhttps://t.co/qJfBy…
7.86E+17,neu,السعودية تلجأ للاقتراض من السوق الدولي لأول مرة في تاريخها!https://t.co/w5utEubYor
7.86E+17,pos,RT @aa_arabic: #أرامكو السعودية توقع مذكرات تفاهم مع 18 شركة تركيةلتمكينها من المشاركة في مناقصات أرامكو والعمل في السوق السعودية https:/…
7.86E+17,neu,RT @0oQ__Qo0: #السعوديه_الاماراتافضل رابط للمباره بث مباشر بدون اعلان ادخل للموقع وانزل تحت للفيديو وشغلhttps://t.co/TLWAL7g2j3
7.86E+17,neg,RT @MasirahTV: مقالات | #السعودية تفقد توازنهابقلم: ناصر قنديلhttps://t.co/Ocgr3GxMCg#المسيرة_نت
7.86E+17,neu,#السعودية تعلن أن من حقها اتخاذ الاجراءات اللازمة للتصدي لخطر #الميليشيات المدعومة إيرانيًاhttps://t.co/ZxVfhY3byy@almaghribtoday
7.86E+17,neg,RT @MasirahTV: مقالات | #مصر..والطلاق مع #السعودية بات بائنابقلم: عبد الباري عطوانhttps://t.co/buxPSOZ0m6#المسيرة_نت
7.86E+17,neg,"بالفيديو.. عضو بالغرف السياحية عن فرض السعودية 2000 ريال على العمرة:جزية لدخول الحرم""https://t.co/hF6jm3pawu"""
7.86E+17,neu,@znklonee أبشر سم https://t.co/NaG0rB3zJH
7.86E+17,neg,RT @alkhaleejelarab: د. محمود رفعت: قرار السعودية وقف امدادات مصر بالمساعدات البترولية يؤكد أنها خسرت رهانها على السيسيhttps://t.co/6canoZ…
7.86E+17,pos,السعودية تنفرد بالقمة وأول انتصار لقطر والعراق https://t.co/Yczh5EO8Fs
7.86E+17,neu,تمرين مشترك للقوات البرية السعودية والفرنسية: انطلق مطلع الأسبوع الماضي تمرين مشترك للقوات البرية الملكية الس... https://t.co/UhQIuvZxY4
7.86E+17,neg,RT @watan_usa: “الحياة” السعودية تهاجم السيسي: مصر تعيش أوهام قيادة العالم العربي https://t.co/7Fgb7jTGHU https://t.co/52MZa6rp5B
7.86E+17,neu,#السعودية تطالب #مجلس_الأمن باجراءات ضد دول تدعم ميليشيات الحوثي والمخلوع في اليمنhttps://t.co/5FegD4R1CY@almaghribtoday
7.86E+17,neu,"بنك أرقام"" الإماراتي: الوديعة السعودية لم تصل مصر على الأرجح https://t.co/hkwRptuGSB"""
7.86E+17,neg,"RT @skynewsarabia: اعتراض صاروخ باليستي حوثي"" جنوبي #السعودية | #سكاي_أخبارhttps://t.co/OL07lcMRVP https://t.co/LO84S8ycgm"""
7.86E+17,neg,RT @AqabaKh: ﺍﻵﻥ ﻳﻨﻬﺾ ﺗﺤﺪﻱ ﺇﻳﺮﺍﻥ، ﻭﻓﻴﻤﺎ ﻛﺎﻥ ﺍﻟﻄﺒﻴﻌﻲ ﺃﻥ ﺗﻘﻮﺩ ﻣﺼﺮ ﺍﻟﻤﻮﺍﺟﻬﺔ ﺑﺠﺎﻧﺐ ﺍﻟﺴﻌﻮﺩﻳﺔ، ﺃﺧﺬ ﺍﻟﺴﻴﺴﻲ ﻣﻮﻗﻔﺎ ﺁﺧﺮ ﻻﻋﺘﺒﺎﺭﺍﺕ ﺗﺨﺼﻪ ﺷﺨﺼﻴﺎ ﺃﻛﺜﺮ ﻣﻦ…
7.86E+17,pos,RT @sabqorg: بلومبيرج الأمريكية: السعودية تملك احتياطات نفطية تكفيها 70 عاماً Via @sabqorg https://t.co/LuarnucA5w
7.86E+17,neg,RT @A822822A: معمم كشف اللثام عن الديانه #الشيعيه الرافضيه👌 بلاتقيهيقول ليس منهجنا القرآن نحن كالبوذيين والمسيحيين👌♦️#العراق #بغداد #البص…
7.86E+17,neg,RT @A822822A: معكم الملاكم المهاجر العراقي : أبوحمزه♦️♦️نعم قال الحق الذي لايروق للخونه.!!#العراق #بغداد #البصره #النجف #كربلاء #البحرين…
7.86E+17,neg,RT @Wesal_TV: شيعة يلعنون عمر (رضي الله عنه) عشية حشد الميليشيات الشيعية التابعة لـ #إيران لمهاجمة مدينة #الموصل ”القلعة السنية” بـ #العراق…
7.86E+17,neg,#حرب_اقليمية_ودولية ملامح حرب تلوح في الأفق #الناتو_الولايات_المتحدة #العراق_تركيا_سوريا #روسيا_ايران_الشعودية #السعودية_الامارات_مصر
7.86E+17,neg,RT @IraqSurveys: الخميني كان عميل امريكي ... الان تعترفون ؟؟ كنا نعلم ذلك في العراق منذ 1978 مهم https://t.co/tTtnswDYAK
7.86E+17,neg,RT @muslim2day: قيس الخزعلي أمين عام مليشيا العصائب الشيعية التكفيرية:معركة استعادة #الموصل⁩ هي معركة الانتقام والثأر من قتلة الحسين وأحفاد…
7.86E+17,neu,RT @WikileaksMENA: 10 دور سينما في #مصر ستعرض فيلما عن بطولات قاسم سليماني في العراق وسوريا من إنتاج الحرس الثوري الإيراني https://t.co/mHr…
7.86E+17,neu,@UNRadioArabic ماذا عن التدخل الامريكي في العراق ؟ و الروسي في سوريا ؟ و الايراني في العالم اجمع ؟!
7.86E+17,neg,RT @M_S_Asiri: @UNRadioArabic هل ترك السيد بانكي مون كل ما حدث ويحدث في سوريا، العراق، وفلسطين من جرائم بشرية فادحة وينظر الى السعودية في ا…
7.86E+17,neu,@feras33106129 @Abedsa @hassam680 يعني قصدك المناطق السنيه في العراق مو تابعه للعراق ؟
7.86E+17,neu,RT @gntlman_riyadh: ياحلوها من دكتورة وهي معصبة تقول عيوني..بس مسكين يبي يقراء لو عربي بس عربي..#ضحك #طبيب_عيون #قفشات #العراق https://t.…
7.86E+17,neg,RT @wesal_rsd: رهبةً من وحدة الرصد بـ #وصال ..معمم يغلق المايكروفون أثناء سبه للصحابة رضي الله عنهم ..!!!#محرم #العراق #البحرين #السعود…
7.86E+17,pos,RT @A822822A: الجيش الحر السوري يرسل رساله لروافض #العراق و #إيران  و #لبنان ♦️هذا مصير ونهاية من يدخل #حلب الحريه حلب الإسلام👌 #سوريا #بغ…
7.86E+17,neg,@ibn_alarb عندما كانت كلينتون وزيرة للخارجية الامريكية كانت هي من اعطت بوش الابن تفويضاً لغزو العراق
7.86E+17,neu,RT @allawi_a: @hamad_jassim ياقلبي يا اسود الرافدين احسن شي في العراق يلعبون من اجل الشعار ويقاتلون عليه هاردلك من القلب #العراق_اليابان
7.86E+17,pos,@moonnor27 بيض الله وجهك يا شمرية العراق و الله يكثر من امثالك 💚
7.86E+17,neu,قناة الشرعية : في عمق الحدث تقديم الاعلامي / عمر المرشد https://t.co/P4kMiRxqlU … #الحوثيين #ايران #Iran #حزب_الله #yemen #عدن #العراق
7.86E+17,neu,RT @shrshor72777723: شاهد يوم عاشوراء كما وصفه سيد الخلق محمد للمسلمينويوم عاشوراء كما وصفه الخميني الهالكللشيعةhttps://t.co/HsHeoveqF4…
7.86E+17,pos,RT @Alkhedheiri: اللهم كما نصرت عبدك موسى في مثل هذا اليوم فأنصر عبادك في #العراق و #سوريا و #اليمن نصرا عاجلا و نسألك أن تحمي وطننا وجنودن…
7.86E+17,neg,RT @A822822A: ولأول مره  يتم تنزيل مقطع في حسابي لم أفهمه..!! أعتذر لكم ..!!طقوس الشيطان بلاحدود♦️#العراق #بغداد #البصره   https://t.co/S…
7.86E+17,neg,@MAL20_20 بابل // هي ارض من العراق انزل الله هاروت وماروت انزل عليهم السحر ابتلاءاً من الله لعباده #مسابقات_وجوائز_سعد@ava_199
7.86E+17,neu,RT @jalalyw: @EHSANFAKEEH تفصيل الخبر لمن يريدالإستزادة والإطلاع 10دورسينما ف مصرستعرض فيلماعن بطولات قاسم سليماني ف العراق وسوريامن إنتا…
7.86E+17,neg,RT @moonnor27: Shia militias crimes عاجل من العراق #الشيعه يقذفون عرض النبي ويلعنون الفاروق عمر لايذائنا ويتوعدون بقتل كل العوائل السنيه…
7.86E+17,neg,"RT @AhmedWagih: قالك السيسي هيغرقنا""!!! صح، والسيسي برضه ورا الأزمات الإقتصادية الطاحنة في تونس، الخليج، العراق، اليونان، روسيا، تركيا، ال…"""
7.86E+17,neg,RT @Dr_Magid1987: احتراق مجموعة من الشباب  اثناء ممارستهم طقوس عاشوراء في المثنى جنوب العراق!!احراق النار والاحتفال بها من طقوس المجوس ما…
7.86E+17,neg,RT @A822822A: المهاجر أبوحمزه الشيعي العراقي🔴من قلب محروق يهاجم حكومة اللصوص وأصحاب العمائم عصابات #العراق #بغداد #البصره #كربلاء #النجف…
7.86E+17,neu,RT @askar1s: #متى_يعود_العراق_للعراقأين أحرار العراق ؟لن ينكر التاريخ بطل من أبطال الأمة العربية .. صدام حامي البوابة الشرقيةhttps://t.c…
7.86E+17,neg,هل تصمتون عن الاٍرهاب الشيعي الموالي الايران هل تصمتون عن الجرايم الي تقوم بهاء الشيعة في العراق واليمن انهاء الفرس تقوم بقتلنا بدعم فارسي
7.86E+17,neg,#شهر_محرم  #عباس #واقاسماه #العراق #EHS #عاشوراء #ياحسين#الى_اخويه_العراقي لهذا السبب تجد نهود الشيعيات واصل طولها… https://t.co/aOe4Oa4Zqx
7.86E+17,neg,RT @abo_asseel: لا حول ولا قوة إلا بالله .اللهم أرنا في هذا المجرم عجائب قدرتك#العراق#الموصل#الفلوجه https://t.co/tHD3eSc663
7.86E+17,pos,@ibn_iraq24 @nada_1609 العراق كبير بأهله العراق بسنته و شيعته العراق بمذاهبه ودياناته هذا النفس الطائفي تكيف عليه بعض الدول
7.86E+17,neu,RT @Malik_AlHouthi: اذا كنت تحب ضحكة الشهيدالقائد الهمام #صدام_حسين المجيد فأعمل ريتويت وإن كنت تكرهه فأعمل لحسابي حظر.#العراق #اليمن #تعز…
7.86E+17,neg,RT @moonnor27: Shia militias crimes عاجل من العراق انظروا كيف تجبر عصابات ايران الهمجيهاطفال الشيعه على شق رؤوسهم بالسكاكين مروع هذه جر…
7.86E+17,neg,RT @WikileaksMENA: زعماء مليشيا الحشد الشعبي في العراق يهددون تركيا وأردوغان من بغداد ويتوعدون الشركات والمصالح التركية والأفراد العاملين ف…
7.86E+17,neg,انت وين تگدر للعراق اردوغان! ابو السكايبي ياهو الجاي ويريد يحتل العراق شكوو شعدنه😏 https://t.co/DxuD2KpNNj
7.86E+17,neu,RT @Al_thawaq: #العبادي_يمثل_العراق وكلنا سنكون معه في حالةطرد السفير التركي من بغداداصدار اوامر للجيش والحشد بضرب قاعدة بعشيقة التي يتمر…
7.86E+17,pos,RT @zil3__: @M___G3 💔👌خوي السعد وافي وانا للخوي معكاز وانا محزمه كان الزمن عقد احجاجه #نبض_العراق🍃اخوي الغالي عازف ربي يطول ب عمره..👌…
7.86E+17,neg,RT @k_________10: #شرك_الرافضه_في_عاشورا#عاشورا#العراق#الكويت#ايرانمصري في حسينية😄😄😄جاي ياكل https://t.co/7mS0mIX5z9
7.86E+17,neg,@AhmadRasoul يعني العراق شنو من البين بالمنطقة تركيا تتناطح وَيَا روسيا ايران تتناطح وَيَا أمريكا السعودية مسوية حلف و دگ تكفخ باليمن
7.86E+17,neu,المتحدث باسم الخارجية الاميركية جون كيربي: جميع جيران #العراق ينبغي ان يحترموا سيادته والقوات التركية ليست جزءا من #التحالف الدولي.
7.86E+17,neu,RT @YnFCB: ترتيب مجموعة المنتخب :السعودية ١٠ نقاطاستراليا ٨ نقاطاليابان ٧ نقاطالامارات ٦ نقاطالعراق ٣ نقاطتايلند ٠ كم صعّب عدى لعيو…
7.86E+17,neu,واتس اب 0500776424 https://t.co/NWTNjpqTLb#رساله_لمصر_في_جمله#VatanımSensin#العراق_تايلند#كلنا_اب_لصالح_محمد_السبيعيC9JW
7.86E+17,neg,٢- صعدنا الاولمبياد خطا الحكم خليل جلال و بناتي غير صحيح لصالحنا ضد كوريا الشماليه ٣ خطا اداري كسبنا العراق بعد مالعبنا و خسرنا يتبع
7.86E+17,neg,RT @sheikhabuqatadh: ٢-من الذي دخل مع السيد الأمريكي القادم على الدبابة إلى العراق في طائفة عمهم بريمرثم الآن بحسب شيخهم القديم يعدون أحذية…
7.86E+17,neg,RT @xEmDGsvITGz6UEW: تطاول #اردوغان على #العبادي هي ليست اهانه لل #العبادي فحسب بل اهانه للعراقلأن #العبادي_يمثل_العراق شئنا أم أبيناتوح…
7.86E+17,neu,RT @almanarnews: 🔶 الخارجية الاميركية: جميع القوات الدولية الموجودة في العراق يجب ان تكون بموافقة الحكومة العراقية وتحت مظلة التحالف.
7.86E+17,neu,RT @ActionYaDawry: المباريات القادمة للمنتخب السعودي في التصفيات•28 / مارس /2017•#السعودية_العراق•08 / يونيو /2017•#استراليا_السعودية
7.86E+17,neg,RT @KR_3D: هل يعلم #اردوغان ان العراق امضى اخر 36 عاما في قتال الكرة الارضية بكل دولها ومسمياتها وان ابناء العراق اعتادوا على رائحة البارود…
7.86E+17,neg,RT @safa_tv: #العبادي يرد على #أردوغان :بالتأكيد لسنا نداً لك،سنحرر أرضنا بعزم الرجالوليس بالسكايب‼️عنيف العم دامبي 💢كما يسميه #أهل #الع…
7.86E+17,neu,RT @MuHammaDBakkar4: فيصل القاسم: لماذا يستعرض بوتين إس٣٠٠ و٤٠٠ وباقي اسلحته فقط في سوريا ولانرى هذا في العراق ؟لأن تدخلها بسوريا هو بمواف…
7.86E+17,pos,RT @MousaAlomar: القاريء رعد الكردي .. من السليمانية في العراق .. ما شاء الله وتبارك الله .. على هذا الصوت وكأنه من مزامير دَاوُود.. https:…
7.86E+17,neg,RT @MuHammaDBakkar4: فيصل القاسم : لو الموضوع هو صراع لماذا لم تتجرأ روسيا وتتدخل في العراق أو ليبيا؟ تدخلت روسيا فقط في سوريا بضوء أخضر أ…
7.86E+17,neu,@AJArabic الله يرحم صدام شرف العراق https://t.co/IbtfAzCWnZ
7.86E+17,neg,RT @mustafakamilm: يتفنون في الكفر..وصول النبي نوح (حاشاه) إلى #كربلاء للتعزية بمصاب #الحسين بمناسبة #عاشوراء#العراق #الحشد_الشعبي #الس…
7.86E+17,neu,@w9avvT6ClQydleO @hadiel9876543 @fadil5544 واصلا لابوجد نساء سعوديات في العراق او غيره
7.86E+17,pos,مقاتلون على منهاج الحسين عليه السلام#الثورة_الحسينية#الإمام_الحسين#لبيك_ياحسين_YaHussein #ليله_العاشر… https://t.co/wNMwrXlb3t
7.86E+17,pos,RT @n_noraa93: الله يرحم شهداء العراق 💔حشركم الله مع الحسين واهل بيته الاطهار #ليله_العاشر
7.86E+17,neg,RT @mohd_albishri: 🔴منتخب العراق الطائفي القميء ترك كل الملاعب العربية وذهب يلعب مباراته مع تايلند في طهران .. ليؤكد انسلاخ العراق من عروبت…
7.86E+17,neu,"هل تدق بغداد طبول الحرب ضد أنقرة؟: تناول برنامج ما وراء الخبر"" دلالات التصعيد الدبلوماسي بين العراق وتركيا، ... https://t.co/fkWtOWuWWs"""
7.86E+17,neg,RT @awadhalabdan: تقسيم العراق أصبح أمرا واقعا والمسألة مسألة وقت حتى تبدأ الدول الممزقة من العراق برفع راياتها وارسال سفرائها
7.86E+17,neg,@AhmadRasoul العراق مجرد ميليشيات و عصابچية مو دولةفعلى اي اساس تحترما باقي الدول، يمكن يستخطونا اي بس يحترمو لا
7.86E+17,pos,RT @shibobahmad: #العبادي_يمثل_العراقنحن ننتقد #العبادي لكن لن نتخلى عنه عندما يكون الدفاع عن الوطن.انا معك يا ابو يسر ضد قردوغان .#العر…
7.86E+17,neg,RT @Arabi21News: هجوم بطائرة بدون طيار يصيب جنديين #فرنسيين بجراح خطيرة بــ #العراقرابط الموقع الجديد: https://t.co/w9VGVS4ON6https://t.c…
7.86E+17,neg,RT @LC260L2mVtCMW7E: #الصرخي_الأمانة_منهجنا :السيستاني خير مَن خدم وجود الاحتلال في العراق!!! https://t.co/Mp9h2WQSdR
7.86E+17,neu,RT @Amer_Abdulla: يقول مدرب منتخبنالو خسرت السعودية من اليابان وفزنا على العراق بنتعادل في النقاط !!!!ممكن رغم ان السعودية 10 ونحن 6 ك…
7.86E+17,neg,الجزء الثانى ضاعت العراق وضاع اليمن وضاعت ليبيا ومن قبلها السودان والصومال وفلسطين فإجمعوا ما تبقى من أشلئنا حتى نس… https://t.co/T0RkME74pf
7.86E+17,pos,الخارجية الامريكية القوات الأجنبية في العراق يجب أن تكون بموافقة #بغداد#تركيا #العبادي #اردوغان https://t.co/llZKnpngVA
